topik,pertanyaan
PENGAMBILAN KTM,"<p>Mohon dibantu informasi terkait pengambilan KTM, terima kasih sebelumnya mas pras</p>"
PEMBAYARAN DILUAR JADWAL REGISTRASI,"<p>Dear Khrisna, <br /><br />Terkait dengan pembayaran sisa tagihan diluar jadwal registrasi atau akan Mengangsur mohon dapat menginfokan terlebih dahulu kepada kami terkait tanggal dan Jumlah pembayaran,  maka akan kami buka akses pembayarannya.</p> <p>Terima kasih</p>"
PEMBAYARAN DILUAR JADWAL REGISTRASI,"<p>Selamat pagi bu/pak. </p> <p>Nama saya Katriel Manasye Maynard dari Jurusan Teknik Informatika dengan NIM 215150207111047. Ingin melapor terjadinya kendala dengan proses uang tagihan saya. Dikatan oleh teller bank BRI bahwa nomor pembayaran saya masih diblokir atau ditutup.</p> <p>Saya sudah membuka tiket baru di halfilkom terkait hal ini, dan balasannya sbb</p> <p>""Terkait dengan pembayaran sisa tagihan diluar jadwal registrasi atau akan Mengangsur mohon dapat menginfokan terlebih dahulu kepada kami terkait tanggal dan Jumlah pembayaran, maka akan kami buka akses pembayarannya.""</p> <p>Mohon dibukakan karena sekarang saya sudah di teller BRI nya ingin melakukan pembayaran. Pada tanggal 1 Oktober 2021, jumlah pembayaran di bank sebesar 20.500.000 rupiah.</p> <p>Terima kasih</p>"
_ BATAS AKHIR PENDAFTARAN SEMHAS UJIAN SKRIPSI,"<p>saya ingin bertanya , untuk batas akhir pendaftaran semhas kan tgl 23 desember 2021, nah itu batas akhirnya sampai jam berapa ya maksimal pendaftarannya? Terima kasih</p>"
_ BATAS AKHIR PENDAFTARAN SEMHAS UJIAN SKRIPSI,"<p>Nama : Ivan Lianto</p> <p>NIM : 185150200111061</p> <p>Prodi : Teknik Informatika</p> <p>Pertanyaan/Kepentingan:<br /><br />Assalamualaikum, selamat pagi. Sebelumnya perkenalkan nama saya Ivan Lianto dari prodi Teknik Informatika'18.</p> <p><br /></p> <p>Saya mau bertanya bapak/ibu, apakah saya perlu membayar UKT untuk semester 8 ini pak/bu? Dikarenakan saya sudah melaksanakan ujian skripsi pada tanggal 13 Januari 2022 dan sudah melakukan pendaftaran Yudisium hingga diverifikasi pada tanggal 24 Januari 2022. Namun pada saat saya mengajukan permohonan bantuan UKT di SIBAKU saya memilih keringanan UKT dengan alasan saya sudah melakukan SemHas Skripsi pada tanggal 11 Januari 2022. Saya tidak mengira bahwa ujian skripsi saya dilaksanakan pada tanggal 13 Januari 2022 pukul 12.45 sampai 14.00 dan saya juga tidak mengira bahwa saya dapat mendaftar Yudisium sebelum batas akhir pendaftaran Yudisium.</p> <p>Jadi apakah saya masih perlu untuk membayar UKT untuk semester 8 ini pak/bu?</p> <p><br /></p> <p>Terima kasih.</p>"
_ BATAS AKHIR PENDAFTARAN SEMHAS UJIAN SKRIPSI,"<p>Selamat sore. Saya Muhammad Hafiizul Kirom (185150200111007) dari Teknik Informatika 2018. Saya mendapat informasi bahwa yudisium semester ini dapat dilakukan jika tanggal 21 Juli sudah dinyatakan lulus sidang skripsi, sedangkan sidang skripsi saya baru diadakan pada tanggal 22 Juli walaupun saya daftar semhas sebelum batas akhir pendaftaran (8 Juli).<br /><br />Pertanyaan saya adalah: Dengan situasi yang sudah dijabarkan, apakah masih ada cara bagi saya untuk bisa melaksanakan yudisium di semester ini? Saya bahkan tidak akan keberatan jika jadwal sidang saya dimajukan sehari atau dua hari jika hal itu diperlukan.<br /><br />Terima kasih dan mohon maaf sebelumnya karena saya bertanya di luar hari kerja.</p>"
_ BATAS AKHIR PENDAFTARAN SEMHAS UJIAN SKRIPSI,"<p>Permisi, selamat sore, saya izin bertanya, untuk batas akhir pendaftaran yudisium semester 8 apakah ada perpanjangan ya Pak/Bu?</p> <p>sekian dan terimakasih</p>"
_BEBAS TANGGUNGAN LABORATORIUM FILKOM UB,"<p>Selamat siang Pak/Bu, saya Chusna Farida dari TIF 18. Izin bertanya perihal bebas tanggungan laboratorium filkom.</p> <p>Pada form ini: <a href=""https://docs.google.com/forms/d/e/1FAIpQLSdjF2tyvAZvpHywSexgNlld9da9ojZNw3f4v9vx97ngTWjNow/viewform"">https://docs.google.com/forms/d/e/1FAIpQLSdjF2tyvAZvpHywSexgNlld9da9ojZNw3f4v9vx97ngTWjNow/viewform</a></p> <p>mahasiswa diminta untuk mengupload form sc2-18, sedangkan saat ini sc2-18 tidak dapat didownload pada Filkomapps. Bagaimana solusi mengenai hal tersebut? Terima kasih</p> <p><br /></p> <p><br /></p> <p><br /></p> <p><br /></p> <p><br /></p> <p><br /></p> <p><br /></p> <p><br /></p> <p><br /></p>"
YUDISIUM,<p>Saat ini sedang proses sinkronisasi untuk memproyeksikan mahasiswa yang dapat mendaftar Yudisium maksimal tanggal 11 Januari 2022 untuk penentuan ditagihkan atau tidaknya UKT di Semester Genap 2021/2022. Setelah Verifikasi selesai maka secara otomatis tagihan UKT akan disesuaikan. </p>
TOEFL,"<p>Assalamualaikum Wr.Wb.Selamat Pagi. Saya Yunita Eka Pratiwi dengan NIM 205150601111021 Prodi Pendidikan Teknologi Informasi angkatan 2020. Sebelumnya mohon maaf menggangu waktunya pak/bu, izin bertanya kelompok kami telah mengajukan surat pengantar dari fakultas untuk observasi pengambilan data di SMKN 03 BATU. Kami mendapat arahan dari TU pihak SMK untuk mengurus surat ke Cabang Dinas Pendidikan Kota Batu &amp; Kota Malang. Untuk prosedur pengajuan surat pengantar ke CABDIN apakah ada form lain yang digunakan ya pak/bu? Atau sama dengan form Surat Pengantar Tugas Mata Kuliah dengan link berikut? <a href=""https://bit.ly/SuratPengantarTugasMataKuliahFilkom"">https://bit.ly/SuratPengantarTugasMataKuliahFilkom</a></p> <p>Berikut kami lampirkan surat yang sebelumnya telah kami dapatkan. Sebelumnya kami telah mengunjungi ke 2 SMK, SMKN 03 BATU &amp; SMKN 04 MALANG. Dari kedua pihak SMK sama sama meminta surat pengantar juga dari CABDIN. Terima kasih banyak</p> <p>Wassalamualaikum Wr. Wb</p>"
PERMASALAHAN SIBAKU,"<p>Selamat pagi bapak/ibu staff akademik FILKOM UB. </p> <p>Perkenalkan, saya <strong>Ferdiansyah Putra Pratama NIM 20515020011101 Program Studi Teknik Informatika</strong> yang pada semester genap 2021/2022 tahun ini mengambil <strong>mata kuliah grafika komputer pada periode semester antara kali ini</strong>. </p> <p>Mohon bantuannya mengenai nilai pada mata kuliah semester antara yang saya ambil yakni <strong>mata kuliah Grafika Komputer sepertinya terjadi kendala yakni tidak munculnya nilai tersebut pada SIAM saya</strong> padahal ketika saya konfirmasi ke dosen pengampu dan teman-teman yang mengambil mata kuliah yang sama, nilai mereka sudah dapat dilihat melalui SIAM masing-masing. </p> <p>Berikut saya lampirkan beberapa screenshoot SIAM saya yang mendukung kondisi kendala tersebut : </p> <figure style=""margin-left:auto;margin-right:auto;text-align:center""><a href=""https://drive.google.com/file/d/1zJ0cq3juYaESCkQ9DmEmM8DbDwBGKSfg/view?usp=drivesdk"" target=""_blank""><img src=""cid:awbyng_arukqbvm71yae5bc2wv6tdi_g"" data-image=""awByNG_ARukqBvM71yAE5bC2wv6tDI_g"" alt=""Tampilan KHS per Tanggal 19 Juli 2022"" /></a></figure> <p>Foto tersebut terlampir tampilan khs saya yang menunjukkan tidak adanya mata kuliah yang diambil pada semester antara kali ini</p><figure style=""margin-left:auto;margin-right:auto;text-align:center""><a href=""https://drive.google.com/file/d/1zLsQ84vMLo5ScSYDMD5XegGQbkSm690l/view?usp=drivesdk"" target=""_blank""><img src=""cid:xpgweqexne-g2bj222km1h31imja4cv0"" data-image=""xPGweqExNE-g2BJ222KM1H31iMJa4CV0"" alt=""Tampilan Daftar Rekap Nilai Mata Kuliah"" /></a></figure> <p>Kemudian foto tersebut melampirkan bahwasannya mata kuliah yang saya ambil yakni mata kuliah Grafika Komputer belum tertampil pada daftar rekap nilai mata kuliah tersebut</p><figure style=""margin-left:auto;margin-right:auto;text-align:center""><a href=""https://drive.google.com/file/d/1zMJtGjuriEAbDkEV65aUDkW8zG5UeCN2/view?usp=drivesdk"" target=""_blank""><img src=""cid:q6ksorbx0umogwgq0zjnvej9qncc7qok"" data-image=""q6KsOrBX0umoGWgQ0ZjNveJ9qNCc7Qok"" alt=""Tampilan Jadwal Kuliah Yang Menampilkan Mata Kuliah Grafika Komputer"" /></a></figure> <p>Akan tetapi, ketika saya check pada jadwal kuliah saya. Mata Kuliah tersebut telah tertera pada jadwal seperti gambar</p><figure style=""margin-left:auto;margin-right:auto;text-align:center""><a href=""https://drive.google.com/file/d/1zM3hRxIQJ5sNUDV5rdZRHoMaDKa_HaPA/view?usp=drivesdk"" target=""_blank""><img src=""cid:6gqn6ytlzgtwmq-zhlbtpx_mfpbyozj8"" data-image=""6GqN6yTlzGtwmq-ZHlbtPx_mFPbYozj8"" alt=""Tampilan KHS milik Teman [Azka Isnandaru Fajrina Mulya NIM 205150207111014]"" /></a></figure> <p>Kemudian, saya crosscheck dengan salah satu teman saya yang mengambil mata kuliah yang sama yakni atas nama Azka Isnandaru Fajrina Mulya NIM 205150207111014 yang menunjukkan bahwasannya nilai mata kuliah tersebut telah muncul dan terlampir seperti pada gambar</p> <p>Semoga beberapa dokumen yang saya lampirkan dapat membantu mempercepat pengidentifikasian masalah yang saya alami sehingga permasalahan ini dapat selesai dengan cepat</p> <p>Mohon bantuan dan respon cepat dari bapak/ibu staff akademik FILKOM UB untuk membantu saya terkait dengan permasalahan dan kendala tersebut. </p> <p><br />Atas bantuannya, saya ucapkan terimakasih yang sebesar-besarnya <br /></p>"
_LINK DATA UJI,<p>help topic PSIK perihal link data uji</p>
_LINK DATA UJI,"<p>help topic </p><figure><img src=""cid:uystbb4azmgi2ublpxmk7ocw-nxdr680"" data-image=""uYsTbB4aZMGI2ublPXMK7OCW-NXdR680"" alt=""image"" /></figure><p><span style=""font-size:1em"">Perihal link data uji</span></p>"
BANTUAN UKT,<p>Untuk permohonan pengurangan UKT dilakukan melalui satu pintu pada sibaku.ub.ac.id dan dikarenakan sibaku telah ditutup Saudara disilahkan mengajukan pengurangan UKT di semester berikutnya. Sedangkan untuk pengajuan angsuran disilahkan mengajukan permohonan tertulis ditujukan kepada Wakil Dekan II FILKOM UB. Untuk surat permohonan berupa surat pribadi dan tidak ada format khusus. Silahkan diajukan dengan format rapi dan sopan dan dikirim via halofilkom dengan nomor tiket yang sama.</p>
DAFTAR ULANG,"<p>Malang, 12 Agustus 2021</p> <p>Hal : Surat Permohonan Penundaan Pembayaran UKT</p> <p>Kepada Yth. : Wakil Dekan II</p> <p>Fakultas Ilmu Komputer</p> <p>Universitas Brawijaya </p> <p>Dengan hormat, </p> <p>Sehubungan dengan Prosedur Daftar Ulang Mahasiswa Semester Ganjil TA. 2021/2022, saya yang bertanda tangan di bawah ini: </p> <p>Nama : Riyanda Satriyo Wicaksono </p> <p>NIM : 155150200111082</p> <p>Jurusan : Teknik Informatika / 2015</p> <p>Dengan ini mengajukan permohonan Penundaan Pembayaran UKT paling lambat 2 (dua) minggu semenjak surat ini dibuat. Permohonan tersebut saya ajukan dikarenakan belum dapat membayar UKT dalam tenggat waktu yang sudah ditetapkan, dan dapat membayar UKT setelah tenggat waktu yang sudah ditetapkan. </p> <p>Demikian surat permohonan ini dibuat. Atas perhatiannya saya ucapkan terima kasih. </p> <p>Salam Hormat,</p> <p>Malang, 12 Agustus 2021</p> <p><br /></p> <p>Riyanda Satriyo Wicaksono</p>"
DAFTAR ULANG,"<p>beberapa hari lalu saya sudah ikuti alur pada link ini<br /><a href=""https://filkom.ub.ac.id/2020/08/18/prosedur-daftar-ulang-mahasiswa-dengan-evaluasi-studi-dan-terlambat-melaksanakan-pembayaran-filkom-ub/"" target=""_blank"">Prosedur Daftar Ulang Mahasiswa dengan Evaluasi Studi dan Terlambat Melaksanakan Pembayaran FILKOM UB » Fakultas Ilmu Komputer | Universitas Brawijaya</a></p> <p><br /></p> <p>lalu bagaimana saya tahu kalau saya sudah bisa melanjutkan proses? karena hingga sekarang belum ada email lanjutan tentang itu</p>"
KULIAH HYBRID,"<p>1. mengenai jadwal pembelajaran yang disetujui dosen pembimbing akademik, kira-kira apakah jadwal yang diberikan telah dipastikan seperti itu saja atau ada perubahan lagi?</p> <p>Jika ada perubahan lagi, kira-kira maksimal tanggal berapa jadwal pastinya?</p> <p>2. Berdasar informasi yang telah tersebar luas, pada tanggal 7 mahasiswa akan melaksanakan kuliah hybrid dan diperkirakan tidak semuanya masuk secara offline, mengenai pembagian mahasiswa yang akan masuk, seperti apa kira-kira teknisnya? Dan apakah pada tanggal 7, semua mahasiswa dipastikan akan diberikan pengajaran atau hanya yang offline saja yang dapat pengajaran?</p> <p>Sekian dan terimakasih.</p>"
KULIAH HYBRID,"<p>Kemarin saya diperbolehkan untuk kuliah hybrid oleh orang tua saya, namun kemarin malam saudara saya di surabaya positif covid. Kemudian orang tua saya tidak mengizinkan untuk kuliah offline untuk semester 4 dikarenakan kondisi yang belum memungkinkan. Februari tahun 2021 kemarin saya sudah pernah terkena covid dan alhamdulillah sembuh. Karena hal itu juga orang tua saya trauma dan tidak mengizinkan untuk kuliah offline terlebih dahulu.</p>"
KULIAH HYBRID,"<p>Permisi, saya ingin bertanya mengenai solusi bagi mahasiswa seperti saya yang berhalangan untuk kuliah luring maupun kuliah hybrid alias hanya bisa daring (online). Terima kasih.</p>"
KULIAH HYBRID,"<p>Kak saya sudah mengirim surat perizinan ortu kak terkait kuliah daring, kondisi yang tidak mendukung yang menerangkan  bahwa saya sedang sakit sehingga tidak bisa mengikuti kuliah hybrid, jadi bagaimana konsepnya nanti kak?</p>"
KULIAH HYBRID,"<p>Disaat edaran izin yang diberikan saya telah menyetujui bahwasannya dapat melakukan kuliah hybrid namun dikarenakan kasus yang meningkat kembali dan belum pastinya info akan diadakan kuliah luring, Orang tua saya memutuskan untuk menyuruh saya pulang dan melakukan kuliah daring untuk sementara. Apakah diperbolehkan ?</p>"
KULIAH HYBRID,<p>Minggu ini TIF mendapatkan jatah untuk Hybrid dan luring tetapi saya masih belum bisa mengikuti pembelajaran secara luring dikarenakan pengumuman yang sangat mendadak. apakah ada pendataan akan kendala kuliah hybrid? dan apakah jika tidak bisa mengikuti kuliah secara luring hanya perlu ijin dari dosen?</p> <p>Terima Kasih</p>
PENDATAAN KELAS PENUH,"<p>Saya tidak bisa membuka formulir pendataan kelas penuh di bit.ly/35Fcmt7 </p> <p>Saya sudah coba pakai email UB tetapi sama saja tidak bisa, bagaimana saya harus mendata?</p> <p><br /></p>"
PENDATAAN KELAS PENUH,<p>Saya mau mengambil beberapa matkul akan tetapi kelasnya sudah penuh. tapi saat saya mau mendaftar pendataan kelas penuh tanggal sudah terlewat apakah masih ada dispensasi dikarenakan saya baru bisa melunasi pembayaran ukt hari ini</p>
PENDATAAN KELAS PENUH,"<p>Selamat pagi Bapak/Ibu. Saya Muhamad Dafa Hermawan dengan NIM 205150407111051 prodi Sistem Informasi angkatan 2020.</p> <p>Pada KRS semester 4 ini, saya hanya kebagian 6 SKS (2 kelas) yaitu Pemrograman Web dan Pemrograman Basis Data. Saya tidak bisa mengambil kelas mata kuliah yang lainnya sesuai Pedoman Kurikulum Sistem Informasi dikarenakan kuota kelas telah penuh. Mata kuliah yang tidak bisa saya ambil adalah :</p> <p>1. Perancangan User Experience (CIS62014)<br />2. Data Warehouse (CIS62016)<br />3. Enterprise Architecture (CSD60003)<br />4. Perancangan Strategis Sistem Informasi (CIS62018)<br />5. Analisis dan Desain Sistem Informasi (CIS62019)<br />6. Kewirausahaan (UBU60003)</p> <p>Saya sudah mengisi form pendataan kelas penuh. Namun saya ingin memastikan kembali agar saya mendapatkan SKS yang seharusnya dan berkuliah semestinya. Sekarang saya sudah ada di Malang. Bila ada urusan yang mengharuskan saya datang ke kampus, saya bisa datang ke kampus kapanpun. Terima kasih Bapak/Ibu atas perhatiannya</p>"
PENDATAAN KELAS PENUH,"<p>Assalamualaikum Wr. Wb.</p> <p>Saya Elmifta Yuana perwakilan dari Kementrian Advokesma BEM FILKOM, tujuan saya bertanya di sini yaitu terkait pendataan kelas penuh pada semester genap. Sebelumnya terdapat pendataan bagi mahasiswa yang ingin mengambil mata kuliah namun kelasnya penuh, pendataan tersebut sudah ditutup mulai tanggal 1 Februari namun hingga sekarang belum ada kabar terkait penambahan kelas atau kuota kelas. Banyak mahasiswa juga sudah menanyakan terkait hal tersebut mengingat besok (tanggal 4 Februari) sudah tidak bisa menambah mata kuliah lagi. Bagaimana kabar selanjutnya terkait pendataan tersebut?</p> <p>Terima kasih sebelumnya</p> <p>Wassalamualaikum Wr. Wb.</p>"
PENDATAAN KELAS PENUH,"<p>Assalamualaikum wr.wb </p> <p>Saya Hana Rizkia dari prodi PTI angkatan 2019 Saya rencananya menyusun KRS yang isinya matakuliah : </p> <p>1. Desain Penelitian Kuantitatif dan Eksperiman Bidang Pendidikan </p> <p>2. Manajemen Sekolah dan Laboratorium Pembelajaran Teknologi Informasi </p> <p>3. Manajemen Proyek Sistem Informasi </p> <p>4. Manajemen Produk Kreatif dan Bisnis Teknologi Informasi </p> <p>5. Data Warehouse </p> <p>6. Pembelajaran Interaktif Realitas Berimbuh dan Maya</p> <p>Akan tetapi di SIAM saya masih menginputkan 1 matakuliah saja dikarenakan matakuliah yang lain kelasnya sudah penuh, dan saya belum mengisi form pendataan kelas penuh karena baru bisa mengisi krs kemarin, solusinya bagaimana ya?</p> <p>Terimakasih.</p> <p>Wassalamualaikum wr.wb</p>"
PENDATAAN KELAS PENUH,"<p>Saya ingin menanyakan tentang pendataan kelas penuh apakah masih bisa dilakukan kembali? Dikarenakan saya baru melakukan pembayaran dan melakukan KRSan pada siang hari ini, jadi saya sebelumnya tidak tahu kalau mata kuliah yang saya ingin ikuti penuh.</p>"
PENDATAAN KELAS PENUH,"<p>Selamat malam, perkenalkan nama saya Daffario dari TIF 2019. Saya baru membayar UKT pada tanggal 3 Februari, sehingga belum mendapatkan kelas untuk mata kuliah Keamanan Informasi, Kewirausahaan, Stream Interactive Media. Ketika saya melihat instagram filkom, disana tertera terakhir pendataan kelas penuh yakni pada tanggal 1 Februari sehingga saya tidak bisa mengikuti pendataan. Akhirnya sampai saat ini saya hanya mendapat mata kuliah Kewirausahaan dan Pemrograman Aplikasi Perangkat Bergerak. Untuk solusinya bagaimana? Terima kasih sebelumnya.</p>"
PENDATAAN KELAS PENUH,"<p>Selamat malam, perkenalkan nama saya Daffario dari TIF 2019. Saya baru membayar UKT pada tanggal 3 Februari, sehingga belum mendapatkan kelas untuk mata kuliah Keamanan Informasi, Kewirausahaan, Stream Interactive Media. Ketika saya melihat instagram filkom, disana tertera terakhir pendataan kelas penuh yakni pada tanggal 1 Februari sehingga saya tidak bisa mengikuti pendataan. Akhirnya sampai saat ini saya hanya mendapat mata kuliah Kewirausahaan dan Pemrograman Aplikasi Perangkat Bergerak. Untuk solusinya bagaimana? Terima kasih sebelumnya.</p>"
PIN,<p>Tiket ditutup karena permasalahan telah selesai diproses. Terima kasih telah menghubungi HaloFILKOM</p>
PIN,<p>Tiket ditutup karena permasalah telah terselesaikan (pengajuan yudisium telah diverifikasi pada tgl 2022-04-28 15:04:52)</p> <p>Terima kasih telah menghubungi HaloFILKOM</p>
PIN,"<p>Tiket ditutup, karena melebihi batas waktu respon tiket</p> <p>Terima kasih telah menghubungi HaloFILKOM</p>"
PIN,"<p>terima kasih telah menghubungi HaloFilkom</p> <p>dikarenakan pada semester tersebut ybs sedang melakukan program MBKM, sehingga untuk PKM mahasiswa bisa mengentry mata kuliah PKM pada KRS disemester berikutnya.</p> <p>terima kasih</p>"
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,"<p>KRS belum divalidasi sehingga tidak bisa mengikuti perkuliahan </p><figure><img src=""cid:60uktwjpzrvxw17k-zm5c2vtsy7qlebu"" data-image=""60UktWjpzrVXw17K-Zm5c2vTsY7QlEbU"" alt=""image"" /></figure>"
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,"<p>Kepada Yth.</p> <p>Bapak Dekan/Wakil Dekan II</p> <p>Universitas Brawijaya</p> <p>Di Malang.</p> <p><br /></p> <p>Mohon untuk informasi kejelasan pengembalian Uang Kuliah Semester Antara anak saya yang telah dibayarkan atas nama Rektor UBM pada tanggal 17 Juni 2021 sebesar Rp. 900,000,-</p> <p>Karena anak saya tidak bisa mengikuti semester antara, akhirnya dari beberapa saran pihak Universitas Brawijaya kami menyampaikan Surat Permohonan pengembalian Uang Kuliah Semester Antara yang sudah kami sampaikan melalui Ketua Program Study dan melalui Google Form yang dibuat pihak keuangan Universitas Brawijaya.</p> <p>Kiranya pengembalian Uang Kuliah Semester Antara anak saya jangan sampai terlalu lama.</p> <p>Terima kasih,</p> <p><br /></p> <p>Hormat saya,</p> <p>Parlindungan C Nainggolan</p>"
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,"<p>Kepada Yth.</p> <p>Bapak Dekan/Wakil Dekan II</p> <p>Universitas Brawijaya</p> <p>Di Malang.</p> <p><br /></p> <p>Mohon untuk informasi kejelasan pengembalian Uang Kuliah Semester Antara anak saya yang telah dibayarkan atas nama Rektor UBM pada tanggal 17 Juni 2021 sebesar Rp. 900,000,-</p> <p>Karena anak saya tidak bisa mengikuti semester antara, akhirnya dari beberapa saran pihak Universitas Brawijaya kami menyampaikan Surat Permohonan pengembalian Uang Kuliah Semester Antara yang sudah kami sampaikan melalui Ketua Program Study dan melalui Google Form yang dibuat pihak keuangan Universitas Brawijaya.</p> <p>Kiranya pengembalian Uang Kuliah Semester Antara anak saya jangan sampai terlalu lama.</p> <p>Terima kasih,</p> <p><br /></p> <p>Hormat saya,</p> <p>Parlindungan C Nainggolan</p> <p><br /></p>"
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,"<p>Kepada Yth.</p> <p>Bapak Dekan/Wakil Dekan II</p> <p>Universitas Brawijaya</p> <p>Di Malang.</p> <p><br /></p> <p>Mohon untuk informasi kejelasan pengembalian Uang Kuliah Semester Antara anak saya yang telah dibayarkan atas nama Rektor UBM pada tanggal 17 Juni 2021 sebesar Rp. 900,000,-</p> <p>Karena anak saya tidak bisa mengikuti semester antara, akhirnya dari beberapa saran pihak Universitas Brawijaya kami menyampaikan Surat Permohonan pengembalian Uang Kuliah Semester Antara yang sudah kami sampaikan melalui Ketua Program Study dan melalui Google Form yang dibuat pihak keuangan Universitas Brawijaya.</p> <p>Kiranya pengembalian Uang Kuliah Semester Antara anak saya jangan sampai terlalu lama.</p> <p>Terima kasih,</p> <p><br /></p> <p>Hormat saya,</p> <p>Parlindungan C Nainggolan</p>"
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,"<p>selamat pagi, saya Elvaretta dari Sistem Informasi '20. saya ingin menanyakan, di SIAM saya masih ada tagihan 600rb, sehingga saya terancam untuk tidak bisa mengikuti UAS, tetapi memang seharusnya saya dapat beasiswa untuk semester ini, dan masalahnya belum cair sampai sekarang sehingga di SIAM saya masih ada tagihannya. saya mendapatkan beasiswa BAZIS senilai 3jt, tetapi belum tervalidasi sampai saat ini, saya telah mengonfirmasi ke pihak BAZIS dan memang masalah validasi ini ada di pihak keuangan UB. saya juga telah membuat tiket di haloselma perihal ini, dan juga meng-email biro keuangan UB, dan sampai saat ini belum dijawab. apakah saya mendapat toleransi untuk hal ini? karena jujur saya tidak enak untuk berbicara kepada orang tua perihal uang, dan 600rb adalah jumlah yang tidak sedikit untuk keluarga saya. terima kasih.</p>"
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,"<p>Selamat Siang, saya ingin menanyakan perihal UAS. Pada mata kuliah Pengolahan Citra Digital kemarin kamis, saya tidak bisa mengikuti UAS karena kurangnya informasi yang saya dapat mengenai mekanisme UAS. Apakah nantinya akan diadakan UAS susulan? Terimakasih sebelumnya</p>"
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,"<p>Selamat siang pak, perkenalkan saya Wiryya dari prodi PTI.</p> <p>Saya ingin bertanya terkait pelaksanaan yudisium. Pada tanggal yudisium di web filkom saya lihat bahwa yudisium itu dilaksanakan setiap bulan. Pertanyaan saya yaitu apabila mahasiswa terlambat atau tidak bisa mengikuti yudisium untuk periode januari 2022 dan baru terdaftar di februari 2022, apakah wajib membayar UKT dan KRSan kembali?</p> <p>Maaf saya izin bertanya satu lagi pak, yang menjadi patokan mahasiswa tersebut bisa bebas UKT itu apakah sudah semhas atau sudah yudisium nggih pak?</p> <p><br /></p> <p>Terima kasih pak,</p> <p>salam</p>"
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,"<p>maaf pak/bu saya mau bertanya kembali, jika tidak bisa mengikuti perkuliahaan tatap muka karena kemungkinan peningkatan kasus covid 19, harus melampirkan bukti dalam bentuk apa ya, pak/bu? terimakasih</p>"
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,"<p>Selamat pagi </p> <p>Saya mahasiwi angkatan 2017 mengalami kendala dalam membayar UKT dan sudah mengisi data diri bantuan keungan di sibaku pada tanggal 10 Januari , Namun jumlah tagihan UKT saya masih tetap golongan 6 / belum diurunkan sama sekali. Padahal saat ini saya mengalami kendala karena usaha orangtua terdampak pandemi dan ibu saya terkena Tumor sehingga membutuhkan biaya pengobatan yang besar. sehingga mungkin jika UKT saya masih tinggi semester ini saya tidak bisa mengikuti kegiatan kuliah lagi. <br />Mohon untuk bantuanya untuk prosedur yang sebaiknya saya lakukan. Terima kasih</p>"
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,"<p>Selamat pagi </p> <p>Saya mahasiwi angkatan 2017 mengalami kendala dalam membayar UKT dan sudah mengisi data diri bantuan keungan di sibaku pada tanggal 10 Januari , Namun jumlah tagihan UKT saya masih tetap golongan 6 / belum diurunkan sama sekali. Padahal saat ini saya mengalami kendala karena usaha orangtua terdampak pandemi dan ibu saya terkena Tumor sehingga membutuhkan biaya pengobatan yang besar. sehingga mungkin jika UKT saya masih tinggi semester ini saya tidak bisa mengikuti kegiatan kuliah lagi. <br />Mohon untuk bantuanya untuk prosedur yang sebaiknya saya lakukan. Terima kasih</p>"
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,"<p>Assalamualaikum wr wb, Saya Anindya Maulida W NIM 215150407111019 Program Studi Sistem Informasi. Saat ini saya sakit dan agak tidak memungkinkan jika saya pergi ke malang dalam waktu dekat (hingga tanggal 7 feb). dan untuk pembelajaran apakah minggu pertama-minggu kedua sudah offline (masuk full semua) atau bagaimana ya? apa ada solusi bagi yg tidak bisa mengikuti ptm? seperti kelas online gitu. Terima Kasih. </p>"
_TIDAK BISA MENGIKUTI PERKULIAHAN LURING HYBRID,"<p>Selamat malam, perkenalkan nama saya Daffario dari TIF 2019. Saya baru membayar UKT pada tanggal 3 Februari, sehingga belum mendapatkan kelas untuk mata kuliah Keamanan Informasi, Kewirausahaan, Stream Interactive Media. Ketika saya melihat instagram filkom, disana tertera terakhir pendataan kelas penuh yakni pada tanggal 1 Februari sehingga saya tidak bisa mengikuti pendataan. Akhirnya sampai saat ini saya hanya mendapat mata kuliah Kewirausahaan dan Pemrograman Aplikasi Perangkat Bergerak. Untuk solusinya bagaimana? Terima kasih sebelumnya.</p>"
